cow_i,cow_j,start_ts,end_ts,zone
3,15,14391,14990,water_trough
3,15,14991,15590,water_trough
3,15,15591,16190,water_trough
3,15,16191,16790,water_trough
3,15,16791,17390,water_trough
3,15,17391,17990,water_trough
3,15,17991,18590,water_trough
3,15,18591,19190,water_trough
3,15,19191,19790,water_trough
3,15,19791,20390,water_trough
3,15,20391,20990,water_trough
3,15,20991,21046,water_trough
4,17,20810,21359,resting_bunk_5
2,19,18209,18808,free_area
2,19,18809,19408,free_area
2,19,19409,20008,free_area
2,19,20009,20608,free_area
2,19,20609,21208,free_area
2,19,21209,21600,free_area
1,5,14184,14783,free_area
1,5,14784,15383,free_area
1,5,15384,15983,free_area
1,5,15984,16583,free_area
1,5,16584,17183,free_area
1,5,17184,17783,free_area
1,5,17784,18383,free_area
1,5,18384,18983,free_area
1,5,18984,19583,free_area
1,5,19584,20183,free_area
1,5,20184,20783,free_area
1,5,20784,21383,free_area
1,5,21384,21610,free_area
1,6,21019,21610,water_trough
1,11,18502,19101,water_trough
1,11,19102,19701,water_trough
1,11,19702,20301,water_trough
1,11,20302,20901,water_trough
1,11,20902,21501,water_trough
1,11,21502,21611,water_trough
1,3,13922,14521,free_area
1,3,14522,15121,free_area
1,3,15122,15721,free_area
1,3,15722,16321,free_area
1,3,16322,16921,free_area
1,3,16922,17521,free_area
1,3,17522,18121,free_area
1,3,18122,18721,free_area
1,3,18722,19321,free_area
1,3,19322,19921,free_area
1,3,19922,20521,free_area
1,3,20522,21121,free_area
1,3,21122,21615,free_area
12,16,20131,20730,water_trough
12,16,20731,21330,water_trough
12,16,21331,21930,water_trough
12,16,21931,21938,water_trough
12,14,21721,22132,free_area
2,12,19995,20594,free_area
2,12,20595,21194,free_area
2,12,21195,21794,free_area
2,12,21795,22134,free_area
12,19,22136,22510,free_area
7,19,21613,22212,resting_bunk_5
7,19,22213,22812,resting_bunk_5
7,19,22813,23081,resting_bunk_5
3,6,6786,7385,water_trough
3,6,7386,7985,water_trough
3,6,7986,8585,water_trough
3,6,8586,9185,water_trough
3,6,9186,9785,water_trough
3,6,9786,10385,water_trough
3,6,10386,10985,water_trough
3,6,10986,11585,water_trough
3,6,11586,12185,water_trough
3,6,12186,12785,water_trough
3,6,12786,13385,water_trough
3,6,13386,13985,water_trough
3,6,13986,14585,water_trough
3,6,14586,15185,water_trough
3,6,15186,15785,water_trough
3,6,15786,16385,water_trough
3,6,16386,16985,water_trough
3,6,16986,17585,water_trough
3,6,17586,18185,water_trough
3,6,18186,18785,water_trough
3,6,18786,19385,water_trough
3,6,19386,19985,water_trough
3,6,19986,20585,water_trough
3,6,20586,21185,water_trough
3,6,21186,21785,water_trough
3,6,21786,22385,water_trough
3,6,22386,22985,water_trough
3,6,22986,23098,water_trough
4,17,21475,22074,resting_bunk_5
4,17,22075,22674,resting_bunk_5
4,17,22675,23237,resting_bunk_5
4,17,23432,23501,resting_bunk_5
12,13,22557,23156,free_area
12,13,23157,23546,free_area
4,17,23503,23573,resting_bunk_5
4,17,23575,23674,resting_bunk_5
8,10,23597,23684,free_area
3,5,1102,1701,water_trough
3,5,1702,2301,water_trough
3,5,2302,2901,water_trough
3,5,2902,3501,water_trough
3,5,3502,4101,water_trough
3,5,4102,4701,water_trough
3,5,4702,5301,water_trough
3,5,5302,5901,water_trough
3,5,5902,6501,water_trough
3,5,6502,7101,water_trough
3,5,7102,7701,water_trough
3,5,7702,8301,water_trough
3,5,8302,8901,water_trough
3,5,8902,9501,water_trough
3,5,9502,10101,water_trough
3,5,10102,10701,water_trough
3,5,10702,11301,water_trough
3,5,11302,11901,water_trough
3,5,11902,12501,water_trough
3,5,12502,13101,water_trough
3,5,13102,13701,water_trough
3,5,13702,14301,water_trough
3,5,14302,14901,water_trough
3,5,14902,15501,water_trough
3,5,15502,16101,water_trough
3,5,16102,16701,water_trough
3,5,16702,17301,water_trough
3,5,17302,17901,water_trough
3,5,17902,18501,water_trough
3,5,18502,19101,water_trough
3,5,19102,19701,water_trough
3,5,19702,20301,water_trough
3,5,20302,20901,water_trough
3,5,20902,21501,water_trough
3,5,21502,22101,water_trough
3,5,22102,22701,water_trough
3,5,22702,23301,water_trough
3,5,23302,23764,water_trough
8,9,23604,23767,free_area
3,11,10044,10643,water_trough
3,11,10644,11243,water_trough
3,11,11244,11843,water_trough
3,11,11844,12443,water_trough
3,11,12444,13043,water_trough
3,11,13044,13643,water_trough
3,11,13644,14243,water_trough
3,11,14244,14843,water_trough
3,11,14844,15443,water_trough
3,11,15444,16043,water_trough
3,11,16044,16643,water_trough
3,11,16644,17243,water_trough
3,11,17244,17843,water_trough
3,11,17844,18443,water_trough
3,11,18444,19043,water_trough
3,11,19044,19643,water_trough
3,11,19644,20243,water_trough
3,11,20244,20843,water_trough
3,11,20844,21443,water_trough
3,11,21444,22043,water_trough
3,11,22044,22643,water_trough
3,11,22644,23243,water_trough
3,11,23244,23774,water_trough
9,10,21031,21630,free_area
9,10,21631,22230,free_area
9,10,22231,22830,free_area
9,10,22831,23430,free_area
9,10,23431,23800,free_area
4,17,23676,23849,resting_bunk_5
5,6,257,856,water_trough
5,6,857,1456,water_trough
5,6,1457,2056,water_trough
5,6,2057,2656,water_trough
5,6,2657,3256,water_trough
5,6,3257,3856,water_trough
5,6,3857,4456,water_trough
5,6,4457,5056,water_trough
5,6,5057,5656,water_trough
5,6,5657,6256,water_trough
5,6,6257,6856,water_trough
5,6,6857,7456,water_trough
5,6,7457,8056,water_trough
5,6,8057,8656,water_trough
5,6,8657,9256,water_trough
5,6,9257,9856,water_trough
5,6,9857,10456,water_trough
5,6,10457,11056,water_trough
5,6,11057,11656,water_trough
5,6,11657,12256,water_trough
5,6,12257,12856,water_trough
5,6,12857,13456,water_trough
5,6,13457,14056,water_trough
5,6,14057,14656,water_trough
5,6,14657,15256,water_trough
5,6,15257,15856,water_trough
5,6,15857,16456,water_trough
5,6,16457,17056,water_trough
5,6,17057,17656,water_trough
5,6,17657,18256,water_trough
5,6,18257,18856,water_trough
5,6,18857,19456,water_trough
5,6,19457,20056,water_trough
5,6,20057,20656,water_trough
5,6,20657,21256,water_trough
5,6,21257,21856,water_trough
5,6,21857,22456,water_trough
5,6,22457,23056,water_trough
5,6,23057,23656,water_trough
5,6,23657,23890,water_trough
15,18,23398,23893,free_area
4,17,23851,23966,resting_bunk_5
1,18,21666,22265,free_area
1,18,22266,22865,free_area
1,18,22866,23465,free_area
1,18,23466,24065,free_area
1,18,24066,24265,free_area
14,19,23616,24215,free_area
14,19,24216,24362,free_area
5,11,10522,11121,water_trough
5,11,11122,11721,water_trough
5,11,11722,12321,water_trough
5,11,12322,12921,water_trough
5,11,12922,13521,water_trough
5,11,13522,14121,water_trough
5,11,14122,14721,water_trough
5,11,14722,15321,water_trough
5,11,15322,15921,water_trough
5,11,15922,16521,water_trough
5,11,16522,17121,water_trough
5,11,17122,17721,water_trough
5,11,17722,18321,water_trough
5,11,18322,18921,water_trough
5,11,18922,19521,water_trough
5,11,19522,20121,water_trough
5,11,20122,20721,water_trough
5,11,20722,21321,water_trough
5,11,21322,21921,water_trough
5,11,21922,22521,water_trough
5,11,22522,23121,water_trough
5,11,23122,23721,water_trough
5,11,23722,24321,water_trough
5,11,24322,24607,water_trough
12,19,24479,24612,resting_bunk_4
1,15,23329,23928,free_area
1,15,23929,24528,free_area
1,15,24529,24893,free_area
6,11,12271,12870,water_trough
6,11,12871,13470,water_trough
6,11,13471,14070,water_trough
6,11,14071,14670,water_trough
6,11,14671,15270,water_trough
6,11,15271,15870,water_trough
6,11,15871,16470,water_trough
6,11,16471,17070,water_trough
6,11,17071,17670,water_trough
6,11,17671,18270,water_trough
6,11,18271,18870,water_trough
6,11,18871,19470,water_trough
6,11,19471,20070,water_trough
6,11,20071,20670,water_trough
6,11,20671,21270,water_trough
6,11,21271,21870,water_trough
6,11,21871,22470,water_trough
6,11,22471,23070,water_trough
6,11,23071,23670,water_trough
6,11,23671,24270,water_trough
6,11,24271,24870,water_trough
6,11,24871,24999,water_trough
1,15,25075,25158,free_area
3,6,25040,25200,free_area
2,19,23093,23692,free_area
2,19,23693,24292,free_area
2,19,24293,24892,free_area
2,19,24893,25287,free_area
16,19,23616,24215,free_area
16,19,24216,24815,free_area
16,19,24816,25293,free_area
8,9,25298,25432,feeding_window_5
8,10,25316,25452,free_area
4,17,24005,24604,resting_bunk_5
4,17,24605,25204,resting_bunk_5
4,17,25205,25520,resting_bunk_5
1,15,25503,25882,free_area
1,5,24647,25246,free_area
1,5,25247,25846,free_area
1,5,25847,26030,free_area
1,18,25353,25952,free_area
1,18,25953,26216,free_area
15,18,25354,25953,resting_bunk_8
15,18,25954,26218,resting_bunk_8
3,11,25000,25599,free_area
3,11,25600,26199,free_area
3,11,26200,26322,free_area
0,1,26236,26330,resting_bunk_6
12,13,24496,25095,resting_bunk_4
12,13,25096,25695,resting_bunk_4
12,13,25696,26295,resting_bunk_4
12,13,26296,26346,resting_bunk_4
15,18,26255,26380,free_area
5,18,25219,25818,free_area
5,18,25819,26418,free_area
5,18,26419,26565,free_area
12,14,26350,26758,free_area
8,9,25521,26120,feeding_window_6
8,9,26121,26720,feeding_window_6
8,9,26721,26866,feeding_window_6
8,10,25508,26107,feeding_window_7
8,10,26108,26707,feeding_window_7
8,10,26708,26874,feeding_window_7
9,10,25337,25936,free_area
9,10,25937,26536,free_area
9,10,26537,26881,free_area
8,10,26888,27299,feeding_window_1
5,15,24969,25568,free_area
5,15,25569,26168,free_area
5,15,26169,26768,free_area
5,15,26769,27368,free_area
5,15,27369,27968,free_area
5,15,27969,28568,free_area
5,15,28569,29005,free_area
13,14,27826,28425,free_area
13,14,28426,29025,free_area
13,14,29026,29247,free_area
12,13,26353,26952,free_area
12,13,26953,27552,free_area
12,13,27553,28152,free_area
12,13,28153,28752,free_area
12,13,28753,29352,free_area
12,13,29353,29503,free_area
12,16,29248,29504,resting_bunk_4
0,15,29035,29599,resting_bunk_6
2,13,28291,28890,free_area
2,13,28891,29490,free_area
2,13,29491,29600,free_area
13,16,28606,29205,free_area
13,16,29206,29805,free_area
13,16,29806,29893,free_area
12,16,29547,29897,resting_bunk_4
6,11,26359,26958,feeding_window_4
6,11,26959,27558,feeding_window_4
6,11,27559,28158,feeding_window_4
6,11,28159,28758,feeding_window_4
6,11,28759,29358,feeding_window_4
6,11,29359,29958,feeding_window_4
6,11,29959,30105,feeding_window_4
12,16,30058,30266,resting_bunk_4
3,6,30158,30384,free_area
12,16,30312,30911,resting_bunk_4
12,16,30912,30925,resting_bunk_4
3,6,30435,31034,free_area
3,6,31035,31108,free_area
5,6,30787,31243,resting_bunk_4
5,18,29057,29656,resting_bunk_4
5,18,29657,30256,resting_bunk_4
5,18,30257,30856,resting_bunk_4
5,18,30857,31275,resting_bunk_4
6,18,30788,31279,resting_bunk_2
1,11,30126,30725,feeding_window_5
1,11,30726,31325,feeding_window_5
1,11,31326,31329,feeding_window_5
6,18,31324,31438,resting_bunk_2
12,16,31012,31611,resting_bunk_4
12,16,31612,31630,resting_bunk_4
3,5,31281,31683,free_area
1,5,31392,31707,water_trough
5,18,31471,31853,resting_bunk_4
1,6,31379,31978,water_trough
1,6,31979,32167,water_trough
6,18,32019,32273,resting_bunk_2
1,5,31973,32347,water_trough
12,16,32303,32492,resting_bunk_4
6,18,32488,32612,resting_bunk_2
1,5,32555,32865,water_trough
12,16,32757,33019,resting_bunk_4
12,16,33138,33258,resting_bunk_4
1,6,32175,32774,water_trough
1,6,32775,33327,water_trough
1,18,33347,33493,water_trough
3,6,31110,31709,free_area
3,6,31710,32309,free_area
3,6,32310,32909,free_area
3,6,32910,33509,free_area
3,6,33510,33511,free_area
12,16,33368,33661,resting_bunk_4
11,15,31335,31934,free_area
11,15,31935,32534,free_area
11,15,32535,33134,free_area
11,15,33135,33734,free_area
11,15,33735,33921,free_area
4,17,25618,26217,free_area
4,17,26218,26817,free_area
4,17,26818,27417,free_area
4,17,27418,28017,free_area
4,17,28018,28617,free_area
4,17,28618,29217,free_area
4,17,29218,29817,free_area
4,17,29818,30417,free_area
4,17,30418,31017,free_area
4,17,31018,31617,free_area
4,17,31618,32217,free_area
4,17,32218,32817,free_area
4,17,32818,33417,free_area
4,17,33418,33947,free_area
6,18,33624,34022,resting_bunk_2
0,11,33952,34096,resting_bunk_6
5,6,34023,34187,water_trough
1,5,33172,33771,water_trough
1,5,33772,34190,water_trough
6,18,34070,34282,resting_bunk_2
12,16,34265,34576,resting_bunk_4
12,16,34673,34743,resting_bunk_4
5,6,34737,35041,free_area
6,18,34291,34890,resting_bunk_2
6,18,34891,35041,resting_bunk_2
3,5,31884,32483,free_area
3,5,32484,33083,free_area
3,5,33084,33683,free_area
3,5,33684,34283,free_area
3,5,34284,34883,free_area
3,5,34884,35042,free_area
8,10,27313,27912,feeding_window_1
8,10,27913,28512,feeding_window_1
8,10,28513,29112,feeding_window_1
8,10,29113,29712,feeding_window_1
8,10,29713,30312,feeding_window_1
8,10,30313,30912,feeding_window_1
8,10,30913,31512,feeding_window_1
8,10,31513,32112,feeding_window_1
8,10,32113,32712,feeding_window_1
8,10,32713,33312,feeding_window_1
8,10,33313,33912,feeding_window_1
8,10,33913,34512,feeding_window_1
8,10,34513,35112,feeding_window_1
8,10,35113,35143,feeding_window_1
3,6,34023,34622,free_area
3,6,34623,35222,free_area
3,6,35223,35245,free_area
6,15,34268,34867,resting_bunk_2
6,15,34868,35467,resting_bunk_2
6,15,35468,35482,resting_bunk_2
5,18,35071,35670,resting_bunk_4
5,18,35671,35726,resting_bunk_4
12,16,35588,35756,resting_bunk_4
5,18,35732,36037,resting_bunk_4
1,15,34031,34630,water_trough
1,15,34631,35230,water_trough
1,15,35231,35830,water_trough
1,15,35831,36351,water_trough
12,16,35984,36443,resting_bunk_4
12,16,36448,36554,resting_bunk_4
1,6,33624,34223,water_trough
1,6,34224,34823,water_trough
1,6,34824,35423,water_trough
1,6,35424,36023,water_trough
1,6,36024,36586,water_trough
5,18,36056,36590,resting_bunk_4
1,15,36365,36874,water_trough
1,5,36372,36875,water_trough
12,16,36763,36921,resting_bunk_4
9,10,37068,37242,free_area
12,16,36941,37370,resting_bunk_4
1,6,36588,37187,water_trough
1,6,37188,37436,water_trough
3,6,36366,36965,free_area
3,6,36966,37443,free_area
9,10,37292,37619,free_area
6,18,37632,37764,resting_bunk_2
12,16,37425,37832,resting_bunk_4
9,10,37672,37853,free_area
1,6,37505,37971,water_trough
5,6,38010,38119,resting_bunk_4
1,6,38007,38280,water_trough
12,16,38216,38290,resting_bunk_4
9,10,38078,38290,free_area
12,16,38318,38411,resting_bunk_4
5,15,36175,36774,resting_bunk_4
5,15,36775,37374,resting_bunk_4
5,15,37375,37974,resting_bunk_4
5,15,37975,38438,resting_bunk_4
9,10,38460,38544,free_area
5,6,38571,38674,resting_bunk_4
3,5,35310,35909,free_area
3,5,35910,36509,free_area
3,5,36510,37109,free_area
3,5,37110,37709,free_area
3,5,37710,38309,free_area
3,5,38310,38675,free_area
1,5,37238,37837,water_trough
1,5,37838,38437,water_trough
1,5,38438,38676,water_trough
3,6,38568,38719,free_area
12,16,38633,38770,resting_bunk_4
5,18,36611,37210,resting_bunk_4
5,18,37211,37810,resting_bunk_4
5,18,37811,38410,resting_bunk_4
5,18,38411,38922,resting_bunk_4
9,10,38550,38959,free_area
1,6,38291,38890,water_trough
1,6,38891,38998,water_trough
1,5,38948,39081,water_trough
12,16,39273,39392,resting_bunk_4
6,15,38322,38921,resting_bunk_2
6,15,38922,39432,resting_bunk_2
9,10,38972,39571,free_area
9,10,39572,39592,free_area
6,18,38450,39049,resting_bunk_2
6,18,39050,39649,resting_bunk_2
6,18,39650,39668,resting_bunk_2
6,18,39690,39856,resting_bunk_2
12,16,39453,40026,resting_bunk_4
15,18,36687,37286,water_trough
15,18,37287,37886,water_trough
15,18,37887,38486,water_trough
15,18,38487,39086,water_trough
15,18,39087,39686,water_trough
15,18,39687,40155,water_trough
3,15,33982,34581,free_area
3,15,34582,35181,free_area
3,15,35182,35781,free_area
3,15,35782,36381,free_area
3,15,36382,36981,free_area
3,15,36982,37581,free_area
3,15,37582,38181,free_area
3,15,38182,38781,free_area
3,15,38782,39381,free_area
3,15,39382,39981,free_area
3,15,39982,40323,free_area
6,18,39880,40351,resting_bunk_2
1,5,39714,40313,free_area
1,5,40314,40401,free_area
9,10,39595,40194,free_area
9,10,40195,40476,free_area
12,16,40178,40519,resting_bunk_4
1,15,37344,37943,water_trough
1,15,37944,38543,water_trough
1,15,38544,39143,water_trough
1,15,39144,39743,water_trough
1,15,39744,40343,water_trough
1,15,40344,40536,water_trough
5,18,39714,40313,free_area
5,18,40314,40546,free_area
6,18,40364,40629,resting_bunk_2
1,18,37346,37945,water_trough
1,18,37946,38545,water_trough
1,18,38546,39145,water_trough
1,18,39146,39745,water_trough
1,18,39746,40345,water_trough
1,18,40346,40633,water_trough
1,3,31376,31975,free_area
1,3,31976,32575,free_area
1,3,32576,33175,free_area
1,3,33176,33775,free_area
1,3,33776,34375,free_area
1,3,34376,34975,free_area
1,3,34976,35575,free_area
1,3,35576,36175,free_area
1,3,36176,36775,free_area
1,3,36776,37375,free_area
1,3,37376,37975,free_area
1,3,37976,38575,free_area
1,3,38576,39175,free_area
1,3,39176,39775,free_area
1,3,39776,40375,free_area
1,3,40376,40636,free_area
5,18,40630,40725,free_area
12,16,40576,40767,resting_bunk_4
6,18,40653,40806,resting_bunk_2
1,15,40660,40896,free_area
9,10,40674,41273,free_area
9,10,41274,41425,free_area
2,19,41362,41576,free_area
12,19,41364,41642,resting_bunk_4
12,13,41102,41644,resting_bunk_4
12,16,41101,41645,resting_bunk_4
9,10,41437,41700,free_area
0,1,40987,41586,resting_bunk_6
0,1,41587,41703,resting_bunk_6
1,15,41718,41809,resting_bunk_5
5,6,41839,42010,free_area
2,12,41916,42094,free_area
12,14,41679,42104,free_area
2,12,42096,42351,free_area
0,1,41818,42415,resting_bunk_6
6,18,40826,41425,resting_bunk_2
6,18,41426,42025,resting_bunk_2
6,18,42026,42492,resting_bunk_2
9,10,41731,42330,free_area
9,10,42331,42615,free_area
6,18,42503,42642,resting_bunk_2
0,1,42432,42900,resting_bunk_6
9,10,42644,42938,free_area
5,6,42882,42953,free_area
6,18,42650,42953,resting_bunk_2
2,19,42534,42991,free_area
9,10,42951,43065,free_area
0,1,42904,43158,resting_bunk_6
6,18,42958,43254,resting_bunk_2
16,19,41057,41656,free_area
16,19,41657,42256,free_area
16,19,42257,42856,free_area
16,19,42857,43295,free_area
13,14,43216,43296,water_trough
6,18,43266,43380,resting_bunk_2
5,6,43259,43504,free_area
9,10,43098,43602,free_area
11,15,40572,41171,resting_bunk_7
11,15,41172,41771,resting_bunk_7
11,15,41772,42371,resting_bunk_7
11,15,42372,42971,resting_bunk_7
11,15,42972,43571,resting_bunk_7
11,15,43572,43642,resting_bunk_7
2,19,43572,43719,free_area
16,19,43416,43719,free_area
5,18,40803,41402,free_area
5,18,41403,42002,free_area
5,18,42003,42602,free_area
5,18,42603,43202,free_area
5,18,43203,43740,free_area
12,16,42096,42695,water_trough
12,16,42696,43295,water_trough
12,16,43296,43741,water_trough
5,6,43517,43766,water_trough
5,6,43786,43909,water_trough
12,14,43456,43999,water_trough
9,10,43604,44027,free_area
12,19,42103,42702,water_trough
12,19,42703,43302,water_trough
12,19,43303,43902,water_trough
12,19,43903,44274,water_trough
6,18,43926,44277,resting_bunk_2
0,1,43179,43778,resting_bunk_6
0,1,43779,44327,resting_bunk_6
5,6,44071,44468,water_trough
5,18,43768,44367,water_trough
5,18,44368,44483,water_trough
13,14,43608,44207,water_trough
13,14,44208,44500,water_trough
1,11,43959,44558,resting_bunk_5
1,11,44559,44597,resting_bunk_5
