cow_i,cow_j,start_ts,end_ts,initial_loc_cow_i_x_cm,initial_loc_cow_i_y_cm,initial_loc_cow_i_z_cm,initial_loc_cow_j_x_cm,initial_loc_cow_j_y_cm,initial_loc_cow_j_z_cm
T01,T02,1691052671.0,1691052791.0,-108.3,-637.4,143.3,-188.1,-713.5,72.4
T01,T02,1691052821.0,1691052926.0,98.6,-718.8,88.3,-116.4,-702.2,127.0
T01,T02,1691065361.0,1691065481.0,32.0,42.7,97.7,-211.2,77.0,113.7
T01,T02,1691065556.0,1691065706.0,43.4,30.5,97.4,-173.9,34.5,93.4
T01,T02,1691065781.0,1691066096.0,12.6,26.2,94.8,-185.6,62.7,54.3
T01,T02,1691066156.0,1691066246.0,40.2,36.1,98.1,-205.2,19.8,79.3
T01,T02,1691066426.0,1691066576.0,39.9,29.3,96.8,-179.0,19.5,64.4
T01,T02,1691066711.0,1691066801.0,24.6,52.1,93.0,-211.3,24.0,84.6
T01,T02,1691066891.0,1691066981.0,40.3,30.3,104.9,-168.8,24.0,64.1
T01,T02,1691072051.0,1691074241.0,0.8,21.6,91.9,-16.1,-66.3,119.8
T01,T02,1691081126.0,1691081186.0,-24.8,-127.5,140.6,-185.9,-32.4,143.8
T01,T02,1691081231.0,1691081306.0,8.3,-60.5,118.6,-212.6,-5.1,131.1
T01,T02,1691085926.0,1691086001.0,-559.2,-48.4,83.2,-467.1,-274.6,136.5
T01,T02,1691086031.0,1691086166.0,-487.1,-42.1,162.7,-405.6,-265.6,123.3
T01,T02,1691091956.0,1691092016.0,25.6,-23.8,114.3,-188.6,62.2,108.3
T01,T02,1691094131.0,1691094701.0,-44.2,-136.5,133.0,-220.2,9.2,67.6
T01,T02,1691118626.0,1691118776.0,611.0,-215.8,82.8,508.9,-29.2,90.4
T01,T02,1691134106.0,1691134511.0,365.5,-36.0,72.3,519.0,78.6,123.1
T01,T02,1691134541.0,1691138981.0,415.0,-5.8,117.8,524.7,51.0,68.4
T01,T02,1691144141.0,1691144276.0,-103.8,-231.0,142.3,-233.6,-24.2,92.5
T01,T03,1689966146.0,1689966206.0,518.3,-689.6,141.4,356.5,-727.7,79.6
T01,T03,1689966311.0,1689966401.0,452.9,-692.4,151.4,207.0,-723.5,137.7
T01,T03,1689975176.0,1689975251.0,-80.3,82.2,88.2,31.4,-42.1,89.9
T01,T03,1689975281.0,1689975536.0,-13.8,58.6,94.4,6.1,-46.0,87.8
T01,T03,1689975581.0,1689975701.0,-127.8,38.7,87.6,39.4,-41.9,89.3
T01,T03,1689975791.0,1689975911.0,-84.1,48.2,113.2,35.7,-45.4,89.5
T01,T03,1689975941.0,1689976106.0,-68.7,24.1,100.2,33.4,-19.1,87.6
T01,T03,1689976271.0,1689976346.0,146.2,51.1,88.9,75.9,-75.3,96.7
T01,T03,1689976376.0,1689976541.0,167.6,76.7,88.3,24.5,-27.4,86.1
T01,T03,1689976571.0,1689976631.0,173.1,56.4,153.1,-19.4,-68.9,91.0
T01,T03,1689976691.0,1689977126.0,152.4,60.5,154.2,25.2,-52.4,90.0
T01,T03,1689977201.0,1689978566.0,143.7,55.4,98.4,15.1,-59.8,23.2
T01,T03,1689978596.0,1689978776.0,158.4,50.3,88.6,2.7,-91.9,76.1
T01,T03,1689978806.0,1689979046.0,172.7,57.1,89.4,43.6,-49.9,145.7
T01,T03,1689981011.0,1689981071.0,169.7,45.3,83.4,-52.1,-46.6,139.9
T01,T03,1689984161.0,1689984251.0,152.9,56.9,97.6,-38.3,-49.7,93.8
T01,T03,1690021991.0,1690022126.0,-458.2,-222.8,166.9,-310.1,-41.5,93.4
T01,T03,1690022156.0,1690022441.0,-417.4,-227.9,148.8,-311.9,-33.2,104.1
T01,T03,1690022471.0,1690022771.0,-478.7,-178.0,169.4,-320.4,-36.2,100.2
T01,T03,1690032956.0,1690033076.0,-169.9,-56.4,124.6,-316.3,-38.7,108.0
T01,T03,1690033301.0,1690033511.0,-511.9,95.4,168.0,-313.1,-38.9,98.1
T01,T03,1690043216.0,1690043306.0,156.1,24.7,116.0,-85.6,52.3,97.9
T01,T03,1690043336.0,1690043666.0,137.4,53.6,150.0,-103.0,38.2,87.9
T01,T03,1690043711.0,1690043831.0,128.7,50.9,153.8,-75.5,55.3,100.5
T01,T03,1690043861.0,1690043936.0,138.6,63.4,147.4,-83.3,60.4,96.0
T01,T03,1690043966.0,1690044251.0,132.7,57.8,152.7,-88.0,56.1,101.5
T01,T03,1690044356.0,1690044551.0,162.9,33.1,97.6,-75.6,57.8,96.4
T01,T03,1690044581.0,1690044671.0,147.8,49.7,107.5,-42.5,42.5,82.8
T01,T03,1690064936.0,1690065716.0,53.6,-79.7,131.5,-179.1,-98.1,74.9
T01,T03,1690065746.0,1690065941.0,9.5,-50.3,151.8,-215.8,-43.2,94.0
T01,T03,1690072196.0,1690072301.0,247.7,42.4,96.3,50.0,189.5,108.1
T01,T03,1690072391.0,1690072451.0,224.1,51.5,103.8,37.8,45.6,106.4
T01,T03,1690072646.0,1690072811.0,251.2,37.2,93.9,105.4,138.9,39.8
T01,T03,1690075136.0,1690075226.0,266.5,34.8,105.3,34.5,84.1,109.7
T01,T03,1690076006.0,1690076081.0,261.1,39.2,99.3,23.8,66.9,107.0
T01,T03,1690093271.0,1690093406.0,-163.0,-249.4,114.9,-229.5,-25.6,87.0
T01,T03,1690093436.0,1690093616.0,-139.6,-59.4,136.5,-232.2,-28.5,86.4
T01,T03,1690093691.0,1690093781.0,-60.2,-31.4,149.7,-217.5,-34.5,87.2
T01,T03,1690093811.0,1690093946.0,-110.9,-30.9,137.6,-216.6,-28.4,92.8
T01,T03,1690093976.0,1690094471.0,-74.1,-36.2,171.3,-193.8,-33.1,81.0
T01,T03,1690094501.0,1690094621.0,-110.1,-15.3,95.9,-203.5,-12.4,90.5
T01,T03,1690094651.0,1690094816.0,-106.9,-17.4,100.5,-218.1,-14.6,85.6
T01,T03,1690094846.0,1690095071.0,-112.9,-20.4,100.9,-205.1,8.7,71.5
T01,T03,1690095101.0,1690095701.0,-108.4,-20.0,92.3,-210.9,-43.6,143.3
T01,T03,1690095746.0,1690095806.0,-113.5,-18.4,99.0,-200.3,-18.4,116.7
T01,T03,1690095836.0,1690095941.0,-107.2,-17.6,96.1,-220.1,-10.5,95.0
T01,T03,1690095971.0,1690096061.0,-106.2,-20.1,93.6,-210.9,-22.9,97.9
T01,T03,1690096121.0,1690096331.0,-107.0,-17.9,85.0,-225.8,-19.1,87.6
T01,T03,1690096361.0,1690096691.0,-92.4,-22.3,86.1,-223.2,-14.9,94.3
T01,T03,1690096721.0,1690096901.0,-94.1,-26.7,95.7,-258.2,-6.4,112.7
T01,T03,1690096931.0,1690097066.0,-105.9,-22.0,93.6,-213.2,-16.6,92.1
T01,T03,1690097096.0,1690097456.0,-91.9,-15.2,86.7,-180.9,-10.4,114.1
T01,T03,1690097486.0,1690097591.0,-117.0,-25.2,87.1,-208.5,-18.7,94.1
T01,T03,1690097621.0,1690097681.0,-96.1,-23.6,93.1,-213.5,5.7,127.2
T01,T03,1690097801.0,1690098026.0,-94.7,-16.2,85.9,-207.6,-14.8,95.2
T01,T03,1690098131.0,1690098536.0,-90.7,-22.8,90.0,-212.3,-5.1,104.4
T01,T03,1690098566.0,1690098821.0,-89.2,-18.8,91.6,-221.6,-14.4,80.4
T01,T03,1690098851.0,1690099001.0,-80.4,-20.0,86.1,-204.1,-60.1,113.6
T01,T03,1690099031.0,1690099106.0,-92.1,-23.1,86.8,-197.0,-134.7,161.7
T01,T03,1690107386.0,1690107476.0,-299.7,29.7,75.5,-88.0,-16.6,106.5
T01,T03,1690107506.0,1690107566.0,-323.7,51.4,80.8,-91.1,-22.5,95.9
T01,T03,1690107596.0,1690107686.0,-314.5,56.9,102.6,-85.7,-19.7,106.4
T01,T03,1690108046.0,1690108121.0,-316.2,61.8,102.9,-83.0,-18.6,104.3
T01,T03,1690114916.0,1690115096.0,-315.6,46.4,79.7,-476.2,109.5,130.3
T01,T03,1690116761.0,1690116821.0,-612.6,-722.9,122.8,-368.8,-713.3,85.2
T01,T03,1690120436.0,1690120496.0,125.4,-61.8,132.9,91.0,-41.9,209.4
T01,T03,1690120526.0,1690122056.0,138.0,-42.2,151.3,208.3,115.9,164.9
T01,T03,1690122086.0,1690127291.0,120.9,-29.1,99.1,31.4,106.2,77.9
T01,T03,1690140176.0,1690143011.0,-103.2,-35.8,104.9,27.9,-89.0,70.3
T01,T03,1690146371.0,1690146431.0,-401.0,-700.0,143.3,-244.4,-739.0,90.9
T01,T03,1690146461.0,1690146521.0,-361.6,-746.9,99.3,-229.9,-705.2,85.7
T01,T03,1690146551.0,1690146611.0,-371.6,-705.6,145.9,-267.6,-706.5,141.9
T01,T03,1690146656.0,1690146836.0,-342.4,-727.6,60.4,-262.4,-706.5,146.0
T01,T03,1690149746.0,1690149821.0,-66.3,-88.5,124.0,125.8,15.8,93.1
T01,T03,1690149896.0,1690150016.0,-83.1,-56.4,148.3,126.1,38.8,99.8
T01,T03,1690150121.0,1690150181.0,-55.5,-31.3,65.1,110.7,40.4,105.2
T01,T03,1690150226.0,1690150361.0,-89.1,-2.9,108.3,109.1,37.8,105.0
T01,T03,1690150391.0,1690150526.0,-84.0,-23.5,98.6,109.3,27.0,95.0
T01,T03,1690150571.0,1690150646.0,-95.9,-14.2,95.0,115.4,12.5,88.9
T01,T03,1690150781.0,1690150946.0,-80.8,-19.1,96.1,121.8,33.6,100.3
T01,T03,1690150976.0,1690151036.0,-96.9,-10.8,99.4,120.6,31.5,107.7
T01,T03,1690151066.0,1690151156.0,-86.9,-12.7,100.0,128.3,31.6,101.7
T01,T03,1690151186.0,1690151261.0,-93.2,-15.0,103.3,131.4,29.4,99.7
T01,T03,1690151531.0,1690152731.0,-83.4,-13.9,102.4,128.4,31.6,103.5
T01,T03,1690152761.0,1690152986.0,-103.9,-7.4,95.1,97.3,33.5,80.6
T01,T03,1690153016.0,1690153406.0,-33.9,-42.5,97.1,128.5,29.5,96.8
T01,T03,1690153436.0,1690153571.0,-85.8,-19.4,94.0,130.9,26.1,93.7
T01,T03,1690155641.0,1690157306.0,129.5,-80.7,99.9,122.3,19.5,74.2
T01,T03,1690157336.0,1690160966.0,152.0,-44.4,95.7,132.1,39.5,88.7
T01,T03,1690184036.0,1690184351.0,-211.9,89.4,96.7,-194.8,-29.4,99.7
T01,T03,1690185026.0,1690185671.0,16.2,26.9,102.6,-190.7,-26.3,104.9
T01,T03,1690185791.0,1690186031.0,33.2,33.9,92.2,-191.6,-18.1,100.3
T01,T03,1690186061.0,1690186121.0,29.7,35.5,88.4,-190.6,-31.3,96.2
T01,T03,1690192571.0,1690192691.0,-479.7,-611.1,128.0,-554.9,-709.3,140.9
T01,T03,1690193111.0,1690193171.0,-244.7,-280.6,111.9,-270.0,-481.4,138.3
T01,T03,1690193216.0,1690193291.0,-337.2,-290.0,131.3,-192.8,-423.9,129.1
T01,T03,1690214711.0,1690214786.0,274.4,7.3,75.0,40.2,-39.5,83.7
T01,T03,1690214816.0,1690214921.0,266.0,25.9,93.7,31.2,-33.6,85.2
T01,T03,1690215386.0,1690215446.0,260.1,44.0,89.9,32.2,-28.8,90.0
T01,T03,1690219481.0,1690219781.0,254.3,16.0,81.1,127.0,-86.6,140.6
T01,T03,1690219811.0,1690220576.0,246.3,17.1,69.4,145.6,-42.5,98.4
T01,T03,1690220606.0,1690223171.0,250.0,23.4,77.7,157.3,-39.1,92.3
T01,T03,1690223201.0,1690223306.0,306.6,38.0,48.8,144.5,-35.8,97.5
T01,T03,1690280246.0,1690280336.0,-347.3,-360.6,125.6,-501.6,-516.7,136.6
T01,T03,1690281941.0,1690282136.0,516.5,-52.5,113.2,702.2,57.4,109.1
T01,T03,1690282271.0,1690285271.0,512.5,-32.5,91.6,395.5,-170.2,95.7
T01,T03,1690285301.0,1690286456.0,497.0,-33.8,87.5,377.5,-53.2,94.4
T01,T03,1690286486.0,1690286546.0,496.0,-44.7,90.4,387.7,-30.4,86.8
T01,T03,1690286606.0,1690286861.0,518.5,-50.7,106.8,390.9,-39.2,102.5
T01,T03,1690286891.0,1690287311.0,487.9,-49.0,93.3,379.3,-33.7,95.5
T01,T03,1690299551.0,1690303181.0,176.2,-104.7,139.1,250.3,-24.4,84.0
T01,T03,1690306421.0,1690311371.0,174.7,-5.9,85.1,259.2,51.4,116.0
T01,T03,1690323146.0,1690323221.0,-207.4,-223.9,117.4,-211.5,-36.4,103.7
T01,T03,1690344191.0,1690346066.0,28.1,-47.7,85.2,-34.3,49.9,89.5
T01,T03,1690346096.0,1690353566.0,-1.5,-36.7,74.3,-93.2,51.8,99.4
T01,T03,1690353656.0,1690353716.0,38.3,-72.2,72.9,-82.3,55.2,135.2
T01,T03,1690353746.0,1690354136.0,180.3,33.6,104.0,-50.3,92.4,156.0
T01,T03,1690354166.0,1690354391.0,40.3,-86.0,76.3,-80.9,8.6,91.6
T01,T03,1690354421.0,1690354616.0,57.5,-50.9,85.2,-110.5,14.2,93.6
T01,T03,1690354646.0,1690354931.0,52.3,-60.1,82.1,-71.0,33.0,122.5
T01,T03,1690355036.0,1690356086.0,42.6,-18.9,98.7,-57.5,39.9,106.0
T01,T03,1690362956.0,1690363031.0,-294.3,-96.0,142.7,-90.1,-45.1,98.7
T01,T03,1690366556.0,1690366976.0,51.6,-47.4,102.0,250.9,30.6,66.7
T01,T03,1690367096.0,1690367156.0,73.2,-31.7,81.3,263.3,57.7,89.5
T01,T03,1690367231.0,1690367336.0,30.1,-46.2,92.6,246.2,50.7,77.0
T01,T03,1690368311.0,1690368401.0,26.8,-33.3,80.3,249.7,32.7,86.9
T01,T03,1690368476.0,1690368566.0,42.0,-32.6,88.6,259.0,56.1,86.3
T01,T03,1690389776.0,1690397156.0,42.7,-180.5,88.0,133.4,31.9,102.9
T01,T03,1690398206.0,1690398491.0,-292.5,114.6,126.3,-374.6,-71.6,143.1
T01,T03,1690400366.0,1690400486.0,-370.5,41.4,135.8,-382.7,-84.7,104.0
T01,T03,1690418426.0,1690418831.0,-256.8,-58.0,79.3,-466.3,49.5,125.5
T01,T03,1690418861.0,1690419176.0,-138.9,-16.3,77.6,-337.6,-29.4,61.7
T01,T03,1690431281.0,1690431656.0,511.2,-40.0,110.1,265.6,-67.9,81.5
T01,T03,1690431731.0,1690432091.0,500.7,-33.4,81.7,258.2,-53.2,87.6
T01,T03,1690433636.0,1690433696.0,492.1,-34.6,80.4,490.6,204.0,96.4
T01,T03,1690433726.0,1690439351.0,492.0,-68.7,86.7,489.4,79.4,44.8
T01,T03,1690452521.0,1690452746.0,36.9,-30.4,94.5,-140.6,-43.2,68.1
T01,T03,1690452776.0,1690452926.0,66.0,-47.5,96.9,-182.6,-35.0,98.3
T01,T03,1690452956.0,1690453016.0,25.3,-49.3,91.2,-189.0,-25.1,94.7
T01,T03,1690453046.0,1690453286.0,21.5,-29.3,100.7,-194.0,-24.6,98.4
T01,T03,1690453331.0,1690454156.0,50.2,-32.7,104.8,-172.9,-37.1,96.5
T01,T03,1690454186.0,1690454756.0,40.1,-26.9,94.8,-193.3,-32.1,96.5
T01,T03,1690454846.0,1690455641.0,48.5,-2.3,60.4,-184.1,-33.8,97.8
T01,T03,1690455716.0,1690455851.0,25.0,-34.3,96.5,-181.3,-30.1,99.7
T01,T03,1690455881.0,1690455956.0,4.5,-22.0,96.9,-190.7,-34.4,105.1
T01,T03,1690456076.0,1690456211.0,12.9,-39.1,97.8,-209.0,-30.2,103.5
T01,T03,1690456376.0,1690456631.0,15.7,-39.8,88.6,-183.7,-28.9,92.5
T01,T03,1690456661.0,1690456871.0,25.9,-46.4,84.5,-193.4,-30.6,99.5
T01,T03,1690456901.0,1690457051.0,32.6,-36.1,90.1,-200.5,-34.3,98.2
T01,T03,1690457156.0,1690457246.0,23.9,-24.7,81.0,-180.9,-28.8,91.6
T01,T03,1690457396.0,1690457531.0,17.6,-26.2,81.7,-195.9,-29.3,96.4
T01,T03,1690457561.0,1690457666.0,30.3,-23.8,77.5,-196.6,-36.2,101.8
T01,T03,1690457696.0,1690458026.0,24.1,-21.4,75.8,-188.2,-27.3,106.3
T01,T03,1690458056.0,1690458116.0,20.7,-21.1,76.0,-190.4,-32.0,92.5
T01,T03,1690458146.0,1690458281.0,22.4,-41.9,79.3,-187.8,-52.0,81.2
T01,T03,1690458311.0,1690458536.0,18.7,-32.2,77.3,-196.3,-31.8,92.1
T01,T03,1690458566.0,1690458896.0,19.9,-29.6,74.2,-171.0,-85.8,70.3
T01,T03,1690458926.0,1690459046.0,-8.1,-69.6,57.5,-176.8,-43.6,82.9
T01,T03,1690468781.0,1690468871.0,-518.7,-736.6,98.3,-297.5,-696.3,140.2
T01,T03,1690469186.0,1690469276.0,-76.8,-691.9,93.7,-301.7,-694.9,76.4
T01,T03,1690469306.0,1690469396.0,-75.6,-724.9,92.1,-303.0,-710.1,90.4
T01,T03,1690469501.0,1690469666.0,-104.5,-688.3,137.5,-301.6,-722.7,88.4
T01,T03,1690474436.0,1690474496.0,22.7,71.9,73.9,-202.8,-32.0,95.2
T01,T03,1690478531.0,1690478591.0,5.4,25.9,56.7,-230.3,-30.7,101.2
T01,T03,1690481651.0,1690481771.0,-90.5,-698.4,95.2,-318.9,-698.9,106.2
T01,T03,1690492946.0,1690493021.0,-278.8,-729.8,90.8,-444.0,-625.1,140.7
T01,T03,1690493051.0,1690493336.0,-287.1,-718.8,100.4,-407.2,-728.2,155.9
T01,T03,1690496231.0,1690496861.0,410.2,-49.1,92.7,247.5,87.6,74.6
T01,T03,1690506026.0,1690506161.0,-520.8,124.7,148.1,-344.0,27.8,72.2
T01,T03,1690506191.0,1690506371.0,-457.3,-16.9,182.1,-357.6,113.1,91.8
T01,T03,1690518311.0,1690518401.0,47.0,72.7,143.1,-189.7,26.9,77.2
T01,T03,1690518491.0,1690518581.0,9.0,46.5,136.6,-199.3,30.3,92.2
T01,T03,1690518641.0,1690518701.0,37.1,59.4,141.3,-202.8,27.8,81.2
T01,T03,1690518881.0,1690519076.0,25.8,48.5,112.9,-151.2,56.9,79.0
T01,T03,1690519316.0,1690519391.0,27.3,62.4,139.7,-188.0,77.7,63.5
T01,T03,1690519541.0,1690519691.0,19.4,96.2,146.7,-167.5,16.2,77.1
T01,T03,1690522016.0,1690522766.0,-151.6,-131.1,143.6,-102.6,25.1,86.7
T01,T03,1690522796.0,1690523906.0,-232.4,-24.0,106.8,-161.8,57.8,116.0
T01,T03,1690523936.0,1690527116.0,-226.4,-37.0,91.4,-134.0,28.9,92.4
T01,T03,1690527146.0,1690527206.0,-221.3,-20.9,86.2,-58.6,75.7,138.4
T01,T03,1690550396.0,1690551326.0,-23.6,-59.7,75.8,-84.4,126.0,115.9
T01,T03,1690555226.0,1690555496.0,-150.4,248.2,123.8,-82.4,24.3,107.3
T01,T03,1690559576.0,1690559696.0,-423.2,-756.7,118.6,-346.7,-929.5,145.0
T01,T03,1690561976.0,1690562051.0,-273.6,-229.8,100.5,-334.7,-27.7,105.0
T01,T03,1690566551.0,1690566776.0,-344.4,-21.7,81.7,-474.4,96.2,136.7
T01,T03,1690566971.0,1690567136.0,-339.0,-23.4,91.3,-522.2,-174.0,164.5
T01,T03,1690567166.0,1690567526.0,-348.6,-25.3,88.3,-219.3,-177.5,82.2
T01,T03,1690567571.0,1690570661.0,-426.1,-6.3,37.4,-195.4,-40.2,92.6
T01,T03,1690573496.0,1690576331.0,-127.2,-233.1,118.0,-229.4,-38.2,89.3
T01,T03,1690583906.0,1690584056.0,-1.8,39.8,80.4,-232.4,-46.9,83.8
T01,T03,1690592321.0,1690593881.0,-307.3,-80.9,134.2,-196.1,-40.4,96.8
T01,T03,1690602491.0,1690603586.0,110.2,184.0,126.0,155.2,46.0,75.7
T01,T03,1690613201.0,1690613276.0,265.5,-30.8,97.1,505.2,38.4,91.1
T01,T03,1690613666.0,1690613771.0,261.0,-40.4,97.2,498.8,30.8,96.6
T01,T03,1690614701.0,1690614821.0,266.0,-35.8,103.0,500.9,-37.9,91.9
T01,T03,1690614851.0,1690614911.0,313.7,-4.1,35.3,510.1,-51.0,82.3
T01,T03,1690625381.0,1690625441.0,-666.3,-67.6,85.8,-456.1,-87.6,113.2
T01,T03,1690636571.0,1690636646.0,122.4,-37.6,89.9,-75.0,3.2,91.4
T01,T03,1690636826.0,1690636886.0,101.3,-45.1,93.4,-117.6,21.0,94.2
T01,T03,1690639721.0,1690639796.0,146.8,-33.7,89.6,-76.8,13.1,99.3
T01,T03,1690639886.0,1690639946.0,137.4,-34.0,83.2,-88.5,27.1,96.3
T01,T03,1690685651.0,1690685786.0,445.4,-260.8,128.8,504.7,-41.6,85.1
T01,T03,1690696571.0,1690696766.0,-160.1,-678.6,146.6,-383.2,-698.9,156.8
T01,T03,1690696796.0,1690696916.0,-144.8,-664.3,141.2,-380.4,-725.3,90.0
T01,T03,1690696946.0,1690697036.0,-123.1,-739.8,109.4,-372.4,-732.6,95.4
T01,T03,1690697981.0,1690698071.0,323.0,255.7,74.8,407.9,62.1,83.1
T01,T03,1690698926.0,1690699196.0,444.7,54.8,95.6,634.6,61.7,140.4
T01,T03,1690710731.0,1690710791.0,-34.3,-581.6,143.7,-251.4,-469.3,143.6
T01,T03,1690720616.0,1690721006.0,336.1,-9.8,60.0,268.4,131.5,144.8
T01,T03,1690721111.0,1690721681.0,473.1,-15.0,70.3,258.5,43.3,98.9
T01,T03,1690721711.0,1690722716.0,470.1,-10.8,63.1,234.4,38.6,96.0
T01,T03,1690722866.0,1690723451.0,362.1,-47.8,81.7,395.3,195.8,104.6
T01,T03,1690723481.0,1690723931.0,348.9,-75.6,57.7,395.6,79.5,87.6
T01,T03,1690723976.0,1690724216.0,317.0,9.4,49.9,409.5,57.5,83.7
T01,T03,1690724276.0,1690724516.0,367.7,-21.5,98.6,419.6,70.8,89.2
T01,T03,1690724546.0,1690724636.0,377.9,-4.2,73.9,385.1,40.3,73.5
T01,T03,1690724666.0,1690724741.0,382.9,-26.9,87.0,416.5,69.1,107.9
T01,T03,1690724816.0,1690725296.0,380.1,-39.5,66.3,408.3,74.1,99.4
T01,T03,1690725326.0,1690728791.0,377.0,-9.9,96.5,401.2,51.8,90.5
T01,T03,1690728821.0,1690729076.0,383.5,-33.2,94.1,344.0,61.5,66.7
T01,T03,1690729166.0,1690729331.0,374.7,-29.6,86.7,382.9,100.8,153.2
T01,T03,1690737206.0,1690737266.0,116.2,-33.9,90.9,-95.7,29.2,97.2
T01,T03,1690781546.0,1690781771.0,509.7,-26.6,97.7,618.0,78.7,166.3
T01,T03,1690781876.0,1690781936.0,509.6,-18.7,99.6,718.4,43.1,128.1
T01,T03,1690782086.0,1690782476.0,488.0,-20.9,85.6,272.8,-43.7,97.7
T01,T03,1690782506.0,1690782596.0,505.9,-19.2,85.8,268.0,-44.8,90.4
T01,T03,1690798826.0,1690799021.0,-583.5,-183.8,170.8,-574.6,-58.2,112.4
T01,T03,1690800866.0,1690800971.0,413.6,-259.7,123.1,480.1,-46.9,59.0
T01,T03,1690814966.0,1690815041.0,-447.5,229.1,145.9,-347.4,27.5,81.4
T01,T03,1690815131.0,1690815206.0,-454.0,247.3,123.8,-332.5,40.8,89.5
T01,T03,1690815266.0,1690816316.0,-485.4,105.7,124.4,-343.4,31.4,79.1
T01,T03,1690828616.0,1690830296.0,-183.1,-85.0,73.8,-342.5,-42.4,82.2
T01,T03,1690839626.0,1690840181.0,-457.1,-40.9,146.0,-327.0,52.4,78.9
T01,T03,1690840301.0,1690840391.0,-244.6,247.7,94.1,-306.3,47.9,69.8
T01,T03,1690846661.0,1690846826.0,272.0,33.0,104.3,37.0,41.2,80.1
T01,T03,1690846901.0,1690846961.0,262.6,32.7,89.0,31.0,31.3,93.3
T01,T03,1690847021.0,1690847381.0,239.5,25.0,91.0,28.1,24.6,88.2
T01,T03,1690847456.0,1690847666.0,250.3,25.2,95.0,43.8,30.0,91.7
T01,T03,1690847801.0,1690847936.0,250.9,49.3,88.9,18.7,27.0,85.5
T01,T03,1690847966.0,1690848086.0,279.2,32.5,109.4,44.5,30.6,96.8
T01,T03,1690848116.0,1690848371.0,249.8,18.6,82.7,55.4,29.3,89.9
T01,T03,1690860701.0,1690860836.0,543.9,-92.0,163.3,627.1,-296.6,128.2
T01,T03,1690896176.0,1690896266.0,-457.7,157.5,136.1,-328.9,17.9,102.9
T01,T03,1690896296.0,1690896476.0,-450.8,-62.8,140.7,-349.5,-2.8,84.7
T01,T03,1690899461.0,1690900106.0,-445.3,25.0,125.4,-322.7,19.5,95.5
T01,T03,1690908806.0,1690911431.0,-126.3,-97.1,80.0,11.9,67.8,99.4
T01,T03,1690911716.0,1690916261.0,-84.0,-48.4,104.1,37.5,129.9,67.7
T01,T03,1690916291.0,1690916846.0,-115.6,-32.0,97.3,-7.6,49.6,92.9
T01,T03,1690916876.0,1690917026.0,-109.2,-3.2,106.1,64.8,154.8,174.2
T01,T03,1690917866.0,1690917956.0,-110.5,-1.0,93.9,-300.0,39.0,99.1
T01,T03,1690918031.0,1690918091.0,-121.0,-0.9,107.1,-330.5,67.4,139.1
T01,T03,1690918211.0,1690918301.0,-109.9,-4.0,109.5,-335.0,90.1,160.7
T01,T03,1690918841.0,1690918916.0,-121.7,7.6,99.4,-356.5,44.1,99.5
T01,T03,1690919006.0,1690919171.0,-115.9,5.4,81.7,-355.9,59.0,94.1
T01,T03,1690920176.0,1690920236.0,-115.2,-0.2,100.5,-334.4,53.2,110.9
T01,T03,1690920386.0,1690920446.0,-121.3,2.5,106.8,-351.6,32.5,68.0
T01,T03,1690923206.0,1690923311.0,-725.3,-722.8,90.5,-608.6,-634.6,133.4
T01,T03,1690923341.0,1690923461.0,-532.3,-736.7,24.1,-431.8,-718.6,97.0
T01,T03,1690964606.0,1690964666.0,348.1,212.2,119.1,284.7,396.3,137.6
T01,T03,1690984001.0,1690984181.0,48.5,-22.4,105.4,-164.7,-62.7,89.7
T01,T03,1690984226.0,1690984286.0,35.9,-18.0,101.7,-209.2,-11.9,66.2
T01,T03,1690984331.0,1690984481.0,52.9,-17.4,104.7,-191.7,-66.9,105.5
T01,T03,1690984811.0,1690984931.0,38.0,-15.3,101.1,-181.9,-55.8,110.1
T01,T03,1690985441.0,1690985531.0,-12.0,-24.7,105.4,-197.8,-58.7,104.2
T01,T03,1690985576.0,1690985666.0,51.1,-19.4,101.9,-193.2,-60.6,102.7
T01,T03,1690994171.0,1690994246.0,77.4,-4.4,40.4,-70.8,-42.4,157.2
T01,T03,1690999991.0,1691000066.0,154.2,-35.4,111.9,177.6,80.6,128.3
T01,T03,1691014106.0,1691014196.0,21.9,36.9,96.0,-208.6,-39.8,107.3
T01,T03,1691014541.0,1691014706.0,-4.0,78.5,80.6,-212.4,-22.0,103.1
T01,T03,1691014736.0,1691015126.0,-0.5,71.0,77.9,-213.1,-37.5,106.9
T01,T03,1691015156.0,1691015246.0,22.5,33.4,90.3,-210.5,-51.4,94.6
T01,T03,1691015336.0,1691015456.0,-21.4,83.7,75.2,-198.8,-38.6,105.3
T01,T03,1691015606.0,1691015696.0,14.6,34.8,85.6,-194.5,-37.4,102.1
T01,T03,1691015726.0,1691016071.0,7.0,40.6,99.5,-201.6,-43.3,107.7
T01,T03,1691023706.0,1691023886.0,27.8,-33.2,109.7,-196.0,42.9,94.9
T01,T03,1691024051.0,1691024246.0,28.8,-31.6,109.4,-176.0,96.5,66.0
T01,T03,1691024516.0,1691024681.0,35.3,-32.0,113.8,-142.8,53.2,73.0
T01,T03,1691024711.0,1691024816.0,5.4,-28.0,114.7,-193.9,48.1,91.2
T01,T03,1691024861.0,1691024921.0,25.6,-32.4,72.4,-188.8,51.6,90.3
